"V1" "V2" "V3" "V4" "V5"
"1" 0.402863099922054 0.358655473200259 0.379665266396981 0.414722818424115 0.371534646582367
"2" 0.381271226321905 0.35651008003068 0.369753559460478 0.391607898752428 0.356586039603746
"3" 0.372983171434222 0.325370151407755 0.322888420242517 0.381549009831291 0.345601233125726
"4" 0.337256573342358 0.295747371191213 0.325140162074577 0.352344506959577 0.314729259172316
"5" 0.239093671586875 0.266082378965346 0.293592811928706 0.282154362330815 0.303507699856052
"6" 0.317723655077586 0.285005297253708 0.315814238306138 0.351562696027659 0.288939583028147
"7" 0.339630110845727 0.298160189892276 0.332356600684958 0.338108625083607 0.317187355319662
"8" 0.299967279104945 0.325996976862498 0.369310035496518 0.374316848172024 0.338000357691474
"9" 0.304198892226675 0.304627160352081 0.271902923396582 0.318836034370047 0.299488495979669
"10" 0.284897488187562 0.271940340027524 0.314024562366456 0.321972693193157 0.292512982073282
"11" 0.316160461646436 0.372935374148214 0.330484421131133 0.298244916424573 0.334261023550562
"12" 0.31296520324918 0.342450354917486 0.323869278026647 0.353834255192035 0.37155163114128
"13" 0.417412912253115 0.346430967994609 0.389156770941785 0.341435831545086 0.394407420251618
"14" 0.28383488683403 0.248520055218594 0.336089298927916 0.340830527497016 0.274743347066612
"15" 0.326565817564352 0.370331747023254 0.339186184484185 0.285063038199616 0.330122530903106
"16" 0.278164052111956 0.201854230510939 0.251245174029544 0.218577565046851 0.268307484661394
"17" 0.249943383668835 0.186438414325181 0.276608001422885 0.272267053169904 0.164978129208399
"18" 0.29118842747715 0.271717842291991 0.377125471705744 0.332619119868227 0.271217765289033
"19" 0.347096491468623 0.334163435939875 0.286923531975336 0.30213287305782 0.360451668627337
"20" 0.352222208661133 0.337473222505573 0.42467265963994 0.37401931452548 0.341458086518241
"21" 0.341401138507095 0.363035971115436 0.355180067051415 0.363626768539382 0.376904633484526
"22" 0.365133819744472 0.349456267508481 0.386439411242979 0.367849435389638 0.383100794248428
"23" 0.379443039512832 0.388883966075945 0.422270699903636 0.463764174989311 0.429348656592074
"24" 0.316618720523564 0.320008107852894 0.304834226536565 0.3080494649331 0.290688103302159
"25" 0.346171038187148 0.381495895789657 0.382897714092792 0.36867649320203 0.361074929651269
"26" 0.281738785234816 0.319866254471501 0.278317945330197 0.2826068156752 0.30944933253425
"27" 0.353866001295364 0.311716453918149 0.349395335358143 0.271690118450567 0.306120294305423
"28" 0.370729074232656 0.337379995572097 0.317638690848425 0.423644099379676 0.401448055323779
"29" 0.377369092965589 0.35316543161691 0.344791595205771 0.451765200760242 0.419602762742005
"30" 0.335048935437154 0.315958742745626 0.306480544917744 0.393734618276079 0.362109284592064
"31" 0.217795230839558 0.243791101446233 0.202793081767606 0.187772969314026 0.244167870778796
"32" 0.335598358490066 0.302459583564478 0.290055151308405 0.427316035704009 0.383030967773743
"33" 0.274607846192297 0.266159574039092 0.268425586999728 0.243892592796603 0.287216034521069
"34" 0.327665784477331 0.293912809215921 0.330971302470125 0.277214247056204 0.363750924744756
"35" 0.368463654974451 0.318767812681968 0.35347727921526 0.305643994396845 0.399807636085074
"36" 0.319656228675476 0.29930489937213 0.29687961415192 0.239852798114198 0.279018153433358
"37" 0.393267011689274 0.357094098885639 0.422814024147918 0.358525475363047 0.413260810754766
"38" 0.404844022451256 0.443113083432203 0.495746767220539 0.452346755701339 0.432478660890041
"39" 0.393683987809743 0.398629608432334 0.465397292798566 0.408197543005732 0.446141596092881
"40" 0.377157642836264 0.330618364274747 0.424819037932463 0.350565829250485 0.39867602400875
"41" 0.363711428317808 0.323813493249657 0.312184025923504 0.274611363165139 0.308021235493719
"42" 0.31628838897706 0.3355771668101 0.313019475581798 0.335120759570844 0.329924194919174
"43" 0.350108249665204 0.366355547594666 0.331835449806905 0.375295417608063 0.355855818915534
"44" 0.350751341865154 0.369126428296736 0.345522524711771 0.380740979941717 0.369709091619931
"45" 0.324839064619697 0.348163527672072 0.261609891560742 0.330764744123119 0.302190854547203
"46" 0.343957329372811 0.310406308675573 0.281954648465815 0.310627958363096 0.3117890524054
"47" 0.290475996198651 0.274942395793295 0.299580391783846 0.316813791117869 0.298061767343241
"48" 0.245011402033853 0.291987100307043 0.276340110144851 0.279608607844378 0.278737305719316
"49" 0.276720011721262 0.276899976468744 0.291034660774185 0.315976353931772 0.316641898327162
"50" 0.365110653856292 0.360288357004491 0.331709348738814 0.339814245256437 0.350104382504447
"51" 0.295618329199654 0.329582901412944 0.266091659766237 0.289867176332396 0.262269206214343
"52" 0.328717718656383 0.410758405295353 0.351358130268065 0.31031978279908 0.297021874005785
"53" 0.362710832317915 0.357316251839393 0.320116978054491 0.309749313100054 0.355063577962013
"54" 0.271893546203074 0.296505839191655 0.1944123182723 0.300554819833801 0.210480848204688
"55" 0.415746512832583 0.486608806369872 0.445435388847188 0.459179658126308 0.361682972098354
"56" 0.331963705858183 0.442841322034284 0.297634380681141 0.371074305854246 0.219271814263909
"57" 0.276790715158276 0.353858586470649 0.260041535952172 0.309097455983328 0.250101807992148
"58" 0.295417409499217 0.340264756342399 0.287463382555087 0.297954311509974 0.330923279908886
"59" 0.313661655089716 0.302754464672129 0.285038482852889 0.256715446425265 0.312867065178049
"60" 0.300618893564505 0.290207828377716 0.253589260667802 0.256423856406287 0.296752533580283
"61" 0.300618893564505 0.290207828377716 0.253589260667802 0.256423856406287 0.296752533580283
"62" 0.300618893564505 0.290207828377716 0.253589260667802 0.256423856406287 0.296752533580283
"63" 0.302458105348622 0.270970200201188 0.307918999323144 0.277342145342229 0.2890163073046
"64" 0.31303478787917 0.283613411648765 0.32944913182162 0.300682414165728 0.31314572663996
"65" 0.325115462899844 0.30004045126004 0.332362329496534 0.310436277985999 0.337755318413718
