"V1" "V2" "V3" "V4" "V5"
"1" 0.74041778616504 0.70637553459981 0.736423810305277 0.738565657577436 0.752803283654203
"2" 0.46883556161357 0.371895203869908 0.512876351116489 0.550193587668993 0.36287948995449
"3" 0.282510677781234 0.168364890961705 0.303789162761924 0.335453537820287 0.275315895708062
"4" 0.247028814712434 0.231311837896315 0.234798643572596 0.325299817117867 0.31739812138711
"5" 0.279571200387772 0.353370740864243 0.38982826897812 0.375604447862258 0.2269157994104
"6" 0.569110524786532 0.392776764969447 0.524472469784046 0.526281274501287 0.338338578094768
"7" 0.337147224344283 0.272839754689755 0.182637458619812 0.315865051615052 0.22640266955267
"8" 0.462982034632035 0.317611111111111 0.194982446311858 0.383961471861472 0.371700343773873
"9" 0.416759523809523 0.311485714285714 0.226100162803104 0.344821018062397 0.282302092352093
"10" 0.427412842712842 0.367146825396825 0.260557416660358 0.343642857142857 0.318750432900433
"11" 0.067149104669315 0.084102582429119 0.0728102281331705 0.125878424349597 0.100610488866457
"12" 0.106282055471108 0.119869384266615 0.0873576045022526 0.109422143834497 0.117841631858593
"13" 0.106654501233535 0.0767732827512359 0.0741193053678368 0.118089638264034 0.0633806166056151
"14" 0.186629711984703 0.167642849699629 0.213507477966986 0.197316945847612 0.180501178708373
"15" 0.106094225204654 0.129705821302879 0.104126994748548 0.122840804597701 0.091104245460869
"16" 0.580908899693671 0.544267996527893 0.669052144543768 0.592036456684622 0.582187772587391
"17" 0.22609628133973 0.15328659544249 0.256653439888007 0.283792923410487 0.239004408746731
"18" 0.709481258739804 0.618181174317881 0.755186711987192 0.692409274931055 0.628554146244551
"19" 0.709481258739804 0.618181174317881 0.755186711987192 0.692409274931055 0.628554146244551
"20" 0.279457082726713 0.251335455985316 0.326145468539518 0.249073771412573 0.225457688221388
"21" 0.154579386927333 0.155723764960528 0.162628307231984 0.160676455026454 0.241695879851143
"22" 0.260986031746032 0.34092483358935 0.294746608642234 0.287897691197691 0.33220095400479
"23" 0.373819876090364 0.297166813881749 0.298807181928567 0.413716952195465 0.313705590100661
"24" 0.558763918310701 0.488932117340654 0.545614756994764 0.589987000731538 0.498319991183493
"25" 0.403984593837535 0.357296044657097 0.355975403169359 0.330572310094447 0.339200793650793
"26" 0.277647162499337 0.373107359307359 0.303161390934455 0.325521623659624 0.359836390853729
"27" 0.367553968253969 0.377285873015873 0.36577070407345 0.369990476190476 0.314139177489178
"28" 0.594224949256358 0.634512246795346 0.71184984554587 0.673985567106699 0.62524939885959
"29" 0.444007279071876 0.474958962756668 0.647741314316821 0.504051180245311 0.522431737205311
"30" 0.594224949256358 0.634512246795346 0.71184984554587 0.673985567106699 0.62524939885959
"31" 0.594224949256358 0.634512246795346 0.71184984554587 0.673985567106699 0.62524939885959
"32" 0.594224949256358 0.634512246795346 0.71184984554587 0.673985567106699 0.62524939885959
"33" 0.180624973571841 0.232415725128499 0.263228644586489 0.204190261110254 0.303986753631339
"34" 0.426508721697923 0.303916334832563 0.203710450224159 0.350961478692338 0.263242992876688
"35" 0.519814994553896 0.505771615608632 0.553889118160605 0.53979055701376 0.470809852303155
"36" 0.198838358949071 0.195698322119048 0.197438982129631 0.186852628417783 0.211721355730286
"37" 0.407286537253686 0.529379013939028 0.57752604048544 0.489323969552636 0.460512151323125
"38" 0.288052569594378 0.244632495317684 0.277624232568156 0.221569120563246 0.198785242033205
"39" 0.252992105169701 0.396307706669599 0.32381411822592 0.257940413809732 0.233732977925106
"40" 0.760398704637899 0.766108618204385 0.758680627875298 0.690285604988544 0.760389488074496
"41" 0.294821927212264 0.400167930038322 0.313561255309588 0.360138876914708 0.307410586782968
"42" 0.418736772150202 0.197793072280924 0.385780902076533 0.449134339761066 0.303354765369284
"43" 0.55663949948795 0.435859030860489 0.551250962848608 0.575469864845788 0.479489579384375
"44" 0.183112332530009 0.183646237426913 0.206154468779542 0.206378551431301 0.348875071712132
"45" 0.153922894027276 0.203863942998377 0.18220045102314 0.173355517532828 0.223354905582231
"46" 0.287668939208959 0.245565929842311 0.21103361852719 0.237081984512593 0.210477593859436
"47" 0.546555915123068 0.512829118815142 0.568576270931662 0.510448400704589 0.486847919493931
"48" 0.349013813142203 0.297238701954458 0.428735475376691 0.329047058345649 0.337368057410748
"49" 0.123002247813985 0.0643652368721465 0.0981079989601029 0.119752797391637 0.121749823356953
"50" 0.238946532498934 0.184672306559621 0.288749930253828 0.22941889313994 0.224097860204651
"51" 0.256720617370618 0.213934586957773 0.180260461760463 0.233673576423576 0.244055675483937
"52" 0.270003337453525 0.285839742173782 0.401154767126628 0.361396148610275 0.317596362081065
"53" 0.315297873123608 0.220679297555685 0.177843626489994 0.286753961837358 0.251195797758387
"54" 0.161399166003079 0.200710359946212 0.225363998798871 0.260551470751471 0.169751465201466
"55" 0.738065186295843 0.620839052342392 0.635500731637494 0.539375535244482 0.676783184812912
"56" 0.172754456654456 0.145382366946779 0.185235748976797 0.144175719215426 0.144328489326765
"57" 0.0966872405372415 0.0874392321868018 0.109082163914518 0.108127118475395 0.0767848179271696
"58" 0.428168922529139 0.2263447586727 0.320019863933796 0.389666521223875 0.179041643323997
"59" 0.315765116281112 0.288804336228565 0.205524149565786 0.261586001512242 0.275123839697479
