0.08 0.06
0.076 0.066
0.29 0.206
0.082 0.132
0.31 0.192
0.12 0.226
0.01 0.074
0.016 0.048
0.186 0.138
0.288 0.162
0.26 0.28
0.352 0.322
0.014 0.03
0.196 0.342
0.12 0.178
0.322 0.43
0.184 0.07
0.434 0.244
0.006 0.036
0.07 0.032
0.082 0.044
0.126 0.206
0.052 0.02
0.044 0.092
0.134 0.192
0.298 0.188
0.002 0.014
0.002 0.008
0.338 0.232
0.062 0.084
0.036 0.066
0.246 0.148
0.266 0.276
0.142 0.196
0.398 0.442
0.058 0.052
0.13 0.084
0.072 0.042
0.046 0.034
0.078 0.042
0.384 0.232
0.146 0.212
0.042 0.026
0.352 0.38
0.332 0.428
0.014 0.038
0.026 0.008
0.28 0.504
0.356 0.382
0.312 0.24
0.124 0.124
0.01 0.002
0.45 0.196
0.242 0.054
0.144 0.27
0.074 0.07
0.03 0.026
0.016 0.02
0.046 0.084
0.184 0.142
0.018 0.024
0.312 0.21
0.09 0.074
0.11 0.062
0.128 0.13
0.152 0.104
0.258 0.29
0.266 0.266
0.034 0.014
0.252 0.294
0.172 0.082
0.178 0.234
0.064 0.074
0.044 0.052
0.04 0.014
0.058 0.066
0.02 0.04
0.206 0.182
0.062 0.012
0.186 0.158
0.266 0.302
0.026 0.072
0.384 0.336
0.442 0.182
0.134 0.244
0.022 0.07
0.086 0.048
0.33 0.31
0.156 0.23
0.348 0.292
0.034 0.152
0.192 0.344
0.116 0.2
0.014 0.026
0.028 0.02
0.102 0.192
0.19 0.226
0.122 0.224
0.102 0.014
0.376 0.232
0.558 0.294
0.114 0.05
0.102 0.4
0.04 0.06
0.086 0.042
0.284 0.306
0.452 0.408
0.046 0.042
0.342 0.194
0.28 0.16
0.066 0.078
0.044 0.026
0.216 0.06
0.184 0.266
0.098 0.124
0.152 0.302
0.446 0.216
0.156 0.124
0.088 0.018
0.046 0.066
0.16 0.158
0.022 0.068
0.04 0.018
0.376 0.604
0.15 0.09
0.048 0.028
0.142 0.196
0.04 0.04
0.24 0.116
0.036 0.078
0.488 0.362
0.334 0.43
0.04 0.056
0.01 0.016
0.316 0.122
0.312 0.21
0.12 0.128
0.022 0.056
0.02 0.02
0.024 0.122
0.066 0.084
0.204 0.144
0.364 0.332
0.3 0.312
0.082 0.38
0.252 0.196
0.142 0.144
0.214 0.18
0.018 0.018
0.108 0.152
0.062 0.044
0.058 0.054
0.158 0.17
0.258 0.122
0.392 0.484
0.3 0.306
0.326 0.258
0.176 0.288
0.184 0.132
0.02 0.022
0.106 0.066
0.296 0.334
0.136 0.154
0.27 0.282
0.01 0.006
0.116 0.156
0.074 0.06
0.016 0.014
0.034 0.03
0.242 0.118
0.31 0.32
0.13 0.042
0.558 0.302
0.322 0.422
0.226 0.232
0.102 0.014
0.156 0.336
0.118 0.124
0.16 0.138
0.08 0.198
0.018 0.02
0.22 0.204
0.17 0.056
0.098 0.064
0.334 0.308
0.242 0.274
0.178 0.326
0.158 0.166
0.132 0.078
0.062 0.184
0.18 0.18
0.064 0.024
0.172 0.046
0.014 0.02
0.054 0.094
0.164 0.146
0.328 0.386
0.07 0.054
0.09 0.038
0.158 0.298
0.048 0.048
0.064 0.018
0.258 0.112
0.082 0.076
0.236 0.322
0.224 0.068
0.134 0.208
0.288 0.266
0.332 0.312
0.032 0.012
0.016 0.048
0.078 0.066
0.3 0.302
0.22 0.196
0.014 0.036
0.038 0.04
0.016 0.048
0.064 0.07
0.056 0.042
0.156 0.176
0.138 0.168
0.046 0.126
0.434 0.262
0.16 0.164
0.054 0.064
0.224 0.24
0.156 0.148
0.084 0.062
0.108 0.09
0.066 0.054
0.252 0.268
0.068 0.04
0.146 0.144
0.066 0.082
0.28 0.296
0.064 0.042
0.212 0.226
0.018 0.074
0.268 0.324
0.04 0.022
0.334 0.21
0.356 0.382
0.038 0.02
0.184 0.392
0.052 0.042
0.438 0.086
0.038 0.084
0.124 0.04
0.152 0.164
0.106 0.08
0.034 0.05
0.29 0.528
0.024 0.05
0.172 0.332
0.134 0.098
0.198 0.232
0.056 0.058
0.446 0.196
0.144 0.164
0.196 0.182
0.114 0.012
0.324 0.424
0.136 0.084
0.072 0.086
0.056 0.052
0.328 0.198
0.048 0.092
0.032 0.014
0.366 0.148
0.374 0.424
0.504 0.542
0.102 0.014
0.288 0.164
0.224 0.058
0.088 0.158
0.376 0.156
0.084 0.116
0.158 0.15
0.038 0.022
0.084 0.116
0.066 0.096
0.512 0.674
0.132 0.096
0.148 0.072
0.6 0.568
0.178 0.182
0.098 0.096
0.194 0.026
0.144 0.052
0.258 0.368
0.022 0.036
0.144 0.144
0.156 0.178
0.046 0.16
0.254 0.306
0.014 0.064
0.218 0.362
0.192 0.322
0.1 0.07
0.03 0.174
0.26 0.312
0.058 0.068
0.018 0.034
0.226 0.29
0.086 0.382
0.25 0.15
0.306 0.184
0.298 0.142
0.094 0.066
0.038 0.034
0.056 0.06
0.242 0.214
0.122 0.268
0.49 0.526
0.252 0.27
0.116 0.08
0.288 0.298
0.052 0.052
0.13 0.064
0.112 0.028
