"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.737890874800776 0.783944106039733 0.75015293904974 0.808194250962712 0.748909775975017 0.763003234934284 0.762601953437059 0.799822385526017 0.778353578027592 0.779281642922348
"2" 0.449282387057387 0.406617810139712 0.483230948136831 0.490729498995627 0.422535714285714 0.313024469507101 0.47811515151515 0.385111904761904 0.432892857142858 0.412693391395143
"3" 0.148733333333334 0.289171428571429 0.218634343434343 0.347566666666667 0.147695238095239 0.138286163522012 0.215550397877984 0.15487037037037 0.199566666666667 0.186566666666666
"4" 0.164521825396825 0.282274358974359 0.185297835497835 0.253026007326008 0.19962089022089 0.173864285714285 0.24222842377261 0.195906293706293 0.191616483516484 0.212669047619047
"5" 0.238572278027083 0.187367332667332 0.218798484848485 0.161529925601687 0.22272251082251 0.214508547008547 0.35175888471178 0.256711904761905 0.200323556998557 0.229506713576279
"6" 0.107265908214006 0.1181519760456 0.167752790876485 0.151157208119825 0.102761548942521 0.0968331557483607 0.119926216527358 0.133459820699197 0.0690704136392205 0.131928554631721
"7" 0.0989294048734758 0.102550216450215 0.0999382395382405 0.156945521036698 0.140799314225689 0.123802564102564 0.104195094507099 0.105901587301586 0.0979047619047613 0.128087301587301
"8" 0.128699999999999 0.0818714285714261 0.0684623655913995 0.103287179487181 0.113466666666665 0.0851999999999993 0.0922406249999977 0.0832333333333319 0.0969333333333324 0.116333333333332
"9" 0.125041057110129 0.164828787878787 0.115985714285715 0.152228571428572 0.150298029927061 0.1432 0.0866278044871773 0.162338095238094 0.152753391053392 0.144771983102183
"10" 0.109299999999999 0.145645454545453 0.147033333333333 0.106333333333334 0.156409523809523 0.131566666666667 0.119461111111109 0.123604678362572 0.135995238095238 0.150117647058823
"11" 0.195133333333334 0.284312770562771 0.175884670231728 0.264852380952381 0.291588888888889 0.159492307692308 0.316333333333333 0.191145812807881 0.191666666666667 0.160166666666667
"12" 0.385666666666667 0.503533549783548 0.344014973262032 0.425866666666666 0.510808095238097 0.388471095571096 0.425850976800976 0.361776424744183 0.32482622991044 0.375288095238095
