"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.85 0.912 0.914 0.944 0.852 0.91 0.918 0.952 0.904 0.904
"2" 0.516 0.238 0.392 0.278 0.318 0.164 0.73 0.306 0.338 0.498
"3" 0.238 0.218 0.184 0.246 0.136 0.09 0.196 0.198 0.244 0.142
"4" 0.098 0.06 0.122 0.1 0.052 0.066 0.088 0.008 0.134 0.054
"5" 0.32 0.226 0.176 0.136 0.232 0.206 0.36 0.204 0.214 0.336
"6" 0.138 0.2 0.252 0.232 0.128 0.252 0.162 0.24 0.092 0.14
"7" 0.104 0.07 0.118 0.268 0.084 0.068 0.13 0.136 0.002 0.072
"8" 0.028 0.012 0.02 0.04 0.008 0.01 0.002 0.016 0.012 0.016
"9" 0.064 0.12 0.148 0.126 0.114 0.16 0.044 0.122 0.158 0.124
"10" 0.054 0.018 0.014 0.034 0.022 0.016 0.052 0.014 0.042 0.016
"11" 0.206 0.372 0.22 0.072 0.084 0.098 0.272 0.088 0.088 0.094
"12" 0.56 0.606 0.428 0.632 0.74 0.564 0.514 0.6 0.56 0.596
"13" 0.092 0.198 0.138 0.456 0.542 0.578 0.036 0.622 0.51 0.502
"14" 0.038 0.112 0.082 0.342 0.366 0.422 0.02 0.42 0.278 0.3
"15" 0.116 0.114 0.13 0.114 0.136 0.076 0.07 0.168 0.17 0.136
"16" 0.948 0.502 0.86 0.796 0.856 0.852 0.866 0.876 0.828 0.772
"17" 0.342 0.37 0.5 0.31 0.342 0.416 0.38 0.602 0.434 0.518
"18" 0.638 0.236 0.54 0.212 0.14 0.214 0.224 0.212 0.176 0.188
"19" 0.256 0.28 0.294 0.26 0.102 0.346 0.416 0.24 0.112 0.296
"20" 0.286 0.388 0.448 0.25 0.244 0.424 0.366 0.278 0.268 0.302
"21" 0.21 0.2 0.186 0.184 0.224 0.196 0.168 0.184 0.258 0.106
"22" 0.332 0.272 0.22 0.256 0.33 0.268 0.174 0.256 0.286 0.256
"23" 0.652 0.808 0.702 0.618 0.65 0.772 0.742 0.68 0.642 0.524
"24" 0.366 0.468 0.262 0.346 0.386 0.314 0.22 0.318 0.52 0.424
"25" 0.536 0.25 0.272 0.34 0.374 0.296 0.29 0.286 0.288 0.4
"26" 0.198 0.102 0.14 0.162 0.142 0.096 0.074 0.164 0.118 0.1
"27" 0.108 0.298 0.086 0.114 0.304 0.298 0.332 0.318 0.324 0.09
"28" 0.784 0.73 0.768 0.88 0.668 0.77 0.874 0.912 0.854 0.814
"29" 0.664 0.604 0.556 0.656 0.652 0.546 0.596 0.568 0.574 0.648
"30" 0.968 0.956 0.982 0.978 0.946 0.972 0.98 0.976 0.986 0.942
"31" 0.97 0.956 0.992 0.978 0.966 0.978 0.976 0.946 0.986 0.908
"32" 0.882 0.92 0.922 0.91 0.872 0.87 0.896 0.854 0.982 0.82
"33" 0.194 0.104 0.17 0.126 0.122 0.296 0.22 0.164 0.152 0.172
"34" 0.25 0.29 0.21 0.24 0.204 0.514 0.242 0.054 0.194 0.196
"35" 0.17 0.384 0.274 0.23 0.138 0.374 0.208 0.138 0.164 0.4
"36" 0.078 0.21 0.138 0.208 0.204 0.032 0.108 0.118 0.1 0.098
"37" 0.48 0.406 0.462 0.398 0.442 0.442 0.248 0.358 0.468 0.396
"38" 0.114 0.15 0.076 0.032 0.14 0.076 0.03 0.058 0.21 0.08
"39" 0.006 0.006 0.004 0.004 0.004 0.014 0.012 0.004 0.012 0.01
"40" 0.646 0.686 0.782 0.73 0.744 0.714 0.804 0.71 0.85 0.716
"41" 0.048 0.054 0.01 0.014 0.026 0.044 0.006 0 0.012 0.004
"42" 0.294 0.226 0.408 0.426 0.226 0.008 0.458 0.362 0.474 0.454
"43" 0.258 0.166 0.246 0.284 0.244 0.272 0.338 0.204 0.27 0.132
"44" 0.182 0.186 0.146 0.24 0.19 0.4 0.176 0.162 0.166 0.196
"45" 0.044 0.03 0.058 0.204 0.066 0.074 0.106 0.168 0.074 0.19
"46" 0.138 0.134 0.102 0.414 0.16 0.154 0.168 0.258 0.33 0.312
"47" 0.496 0.514 0.636 0.86 0.636 0.532 0.536 0.888 0.788 0.836
"48" 0.356 0.434 0.124 0.338 0.4 0.286 0.518 0.434 0.314 0.49
"49" 0.058 0.052 0.108 0.138 0.056 0.098 0.024 0.07 0.13 0.098
"50" 0.05 0.034 0.022 0.028 0.026 0.02 0.034 0.018 0.032 0.038
"51" 0.064 0.066 0.178 0.362 0.09 0.136 0.076 0.178 0.174 0.216
"52" 0.05 0.02 0.05 0.086 0.016 0.07 0.01 0.052 0.068 0.122
"53" 0.136 0.01 0.174 0.136 0.036 0.174 0.098 0.11 0.1 0.156
"54" 0.416 0.532 0.512 0.432 0.476 0.458 0.448 0.424 0.392 0.422
"55" 0.594 0.542 0.526 0.566 0.554 0.512 0.522 0.558 0.622 0.574
"56" 0.292 0.38 0.318 0.442 0.326 0.464 0.332 0.366 0.34 0.494
"57" 0.292 0.198 0.29 0.3 0.308 0.354 0.394 0.292 0.31 0.138
"58" 0.446 0.568 0.494 0.398 0.312 0.504 0.536 0.396 0.416 0.252
"59" 0.296 0.226 0.288 0.258 0.314 0.196 0.116 0.15 0.204 0.156
"60" 0.4 0.262 0.262 0.202 0.444 0.334 0.148 0.204 0.292 0.172
"61" 0.224 0.216 0.286 0.234 0.238 0.152 0.048 0.18 0.196 0.17
"62" 0.078 0.102 0.108 0.122 0.1 0.074 0.014 0.1 0.11 0.068
"63" 0.35 0.464 0.63 0.396 0.37 0.236 0.264 0.332 0.386 0.74
"64" 0.686 0.604 0.624 0.718 0.618 0.724 0.612 0.558 0.6 0.58
"65" 0.904 0.96 0.916 0.92 0.948 0.948 0.914 0.92 0.91 0.924
"66" 0.894 0.938 0.974 0.942 0.972 0.938 0.922 0.93 0.91 0.938
"67" 0.948 0.942 0.91 0.938 0.942 0.978 0.952 0.944 0.962 0.96
"68" 0.472 0.354 0.394 0.308 0.406 0.346 0.26 0.378 0.456 0.292
"69" 0.132 0.094 0.078 0.088 0.172 0.06 0.094 0.106 0.08 0.118
"70" 0.072 0.246 0.224 0.182 0.24 0.24 0.276 0.174 0.028 0.226
"71" 0.36 0.268 0.474 0.406 0.282 0.082 0.202 0.278 0.45 0.33
"72" 0.072 0.118 0.024 0.098 0.072 0.058 0.058 0.056 0.106 0.074
"73" 0.01 0.138 0.08 0.128 0.122 0.088 0.008 0.164 0.33 0.118
"74" 0.93 0.914 0.95 0.924 0.912 0.978 0.982 0.98 0.93 0.94
"75" 0.924 0.848 0.92 0.71 0.644 0.742 0.854 0.724 0.752 0.778
"76" 0.012 0.014 0.006 0.004 0 0.008 0.068 0.002 0.014 0.004
"77" 0.454 0.47 0.548 0.482 0.38 0.464 0.446 0.474 0.528 0.41
"78" 0.842 0.724 0.83 0.826 0.908 0.806 0.766 0.782 0.826 0.888
